ROW ID,TYPE,TYPE SORT RANK,WEIGHT CLASS,WEIGHT CLASS SORT RANK,CATEGORY,CAT SORT RANK,SUB CATEGORY,SUB CAT SORT RANK,PRODUCT PAGE ID,PRODUCT PAGE NAME,SUB DESCRIPTION,PART,FRAME,PART LEVEL DESCRIPTION,WIDTH,CAPACITY,TEETH / TINE QTY,EST WEIGHT (LBS.),CUTTING EDGE,Make 1,Make 2,Make 3,Make 4,Make 5,Make 6,Make 7,Make 8,Make 9,Make 10,Make 11,Make 12,Make 13,Make 14,Make 15,Make 16,Make 17,Make 18,Make 19,Make 20,Make 21,Make 22,Make 23,Make 24,Make 25,Make 26,Make 27,Make 28,Make 29,Make 30,Make 31
377,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4805TTB,05TTB,Wedge Tilting Ditch Bucket,"48""",0.300 CU YD,INC BOLT ON EDGE,585,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
419,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,2425PVR,25PVR,Wedge Pavement Removal Attachment,"24""",,,340,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3025PVR,25PVR,Wedge Pavement Removal Attachment,"30""",,,420,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3625PVR,25PVR,Wedge Pavement Removal Attachment,"36""",,,500,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,2425PVR,25PVR,Wedge Pavement Removal Attachment,"24""",,,340,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3025PVR,25PVR,Wedge Pavement Removal Attachment,"30""",,,420,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3625PVR,25PVR,Wedge Pavement Removal Attachment,"36""",,,500,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1205WL4,05WL4,Wedge SD Coral Rock Bucket,"12""",,4,225,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1605WL4,05WL4,Wedge SD Coral Rock Bucket,"16""",,5,260,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1805WL4,05WL4,Wedge SD Coral Rock Bucket,"18""",,6,275,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2005WL4,05WL4,Wedge SD Coral Rock Bucket,"20""",,6,290,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2405WL4,05WL4,Wedge SD Coral Rock Bucket,"24""",,8,315,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3005WL4,05WL4,Wedge SD Coral Rock Bucket,"30""",,9,355,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3605WL4,05WL4,Wedge SD Coral Rock Bucket,"36""",,11,390,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1224WL4,24WL4,Wedge SD Coral Rock Bucket,"12""",,4,390,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1624WL4,24WL4,Wedge SD Coral Rock Bucket,"16""",,5,410,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1824WL4,24WL4,Wedge SD Coral Rock Bucket,"18""",,6,430,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2024WL4,24WL4,Wedge SD Coral Rock Bucket,"20""",,6,460,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2424WL4,24WL4,Wedge SD Coral Rock Bucket,"24""",,8,530,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3024WL4,24WL4,Wedge SD Coral Rock Bucket,"30""",,9,585,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3624WL4,24WL4,Wedge SD Coral Rock Bucket,"36""",,11,675,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1244WL4,44WL4,Wedge SD Coral Rock Bucket,"12""",,4,400,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1644WL4,44WL4,Wedge SD Coral Rock Bucket,"16""",,5,420,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1844WL4,44WL4,Wedge SD Coral Rock Bucket,"18""",,6,440,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2044WL4,44WL4,Wedge SD Coral Rock Bucket,"20""",,6,470,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2444WL4,44WL4,Wedge SD Coral Rock Bucket,"24""",,8,540,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3044WL4,44WL4,Wedge SD Coral Rock Bucket,"30""",,9,595,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3644WL4,44WL4,Wedge SD Coral Rock Bucket,"36""",,11,685,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Rake,6-Aa3,18,Rakes,Rakes,2405R,,Wedge HD Grapple Rake,"24""",,5 TINES,206,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Rake,6-Aa3,18,Rakes,Rakes,2425R,,Wedge HD Grapple Rake,"24""",,5 TINES,300,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Rake,6-Aa3,18,Rakes,Rakes,2425R,,Wedge HD Grapple Rake,"24""",,5 TINES,300,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,05G-2x3H,,Wedge 2X3 HYD Grapple,,,2x3,535,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,05G-2x3S,,Wedge 2X3 Stiff Arm Grapple,,,2x3,535,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,05G-3x4H,,Wedge 3X4 HYD Grapple,,,3x4,615,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,05G-3x4S,,Wedge 3X4 Stiff Arm Grapple,,,3x4,615,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3H,,Wedge 2X3 HYD Grapple,,,2x3,1155,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3S,,Wedge 2X3 Stiff Arm Grapple,,,2x3,1155,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4H,,Wedge 3X4 HYD Grapple,,,3x4,1330,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4S,,Wedge 3X4 Stiff Arm Grapple,,,3x4,1330,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3H,,Wedge 2X3 HYD Grapple,,,2x3,1155,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3S,,Wedge 2X3 Stiff Arm Grapple,,,2x3,1155,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4H,,Wedge 3X4 HYD Grapple,,,3x4,1330,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4S,,Wedge 3X4 Stiff Arm Grapple,,,3x4,1330,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,3625SB,,Wedge Shaping Blade,"36""",,,372,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4225SB,,Wedge Shaping Blade,"42""",,,413,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4825SB,,Wedge Shaping Blade,"48""",,,450,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,3625SB,,Wedge Shaping Blade,"36""",,,372,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4225SB,,Wedge Shaping Blade,"42""",,,413,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4825SB,,Wedge Shaping Blade,"48""",,,450,,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3609WL2,09WL2,Wedge HD Bellhole Bucket,"36""",0.140 CU YD,,225,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3609WL2,09WL2,Wedge HD Belhole Bucket,"36""",0.140 CU YD,,225,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3010WL2,10WL2,Wedge HD Bellhole Bucket,"30""",3.000 CU FT,5,370,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3610WL2,10WL2,Wedge HD Bellhole Bucket,"36""",3.750 CU FT,6,385,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,0804WL2,04WL2,Wedge HD Bucket,"8""",0.040 CU YD,3,80,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1004WL2,04WL2,Wedge HD Bucket,"10""",0.050 CU YD,3,90,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1204WL2,04WL2,Wedge HD Bucket,"12""",0.055 CU YD,3,100,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1604WL2,04WL2,Wedge HD Bucket,"16""",0.075 CU YD,4,125,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1804WL2,04WL2,Wedge HD Bucket,"18""",0.085 CU YD,4,135,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2004WL2,04WL2,Wedge HD Bucket,"20""",0.100 CU YD,4,145,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2404WL2,04WL2,Wedge HD Bucket,"24""",0.120 CU YD,4,160,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3004WL2,04WL2,Wedge HD Bucket,"30""",0.150 CU YD,5,170,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3604WL2,04WL2,Wedge HD Bucket,"36""",0.180 CU YD,6,180,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1005WL2,05WL2,Wedge HD Bucket,"10""",0.055 CU YD,3,135,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1205WL2,05WL2,Wedge HD Bucket,"12""",0.070 CU YD,3,150,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1605WL2,05WL2,Wedge HD Bucket,"16""",0.095 CU YD,4,185,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1805WL2,05WL2,Wedge HD Bucket,"18""",0.105 CU YD,4,195,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2005WL2,05WL2,Wedge HD Bucket,"20""",0.120 CU YD,4,205,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2405WL2,05WL2,Wedge HD Bucket,"24""",0.145 CU YD,4,225,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3005WL2,05WL2,Wedge HD Bucket,"30""",0.180 CU YD,5,255,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3605WL2,05WL2,Wedge HD Bucket,"36""",0.220 CU YD,6,290,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1224WL2,24WL2,Wedge HD Bucket,"12""",0.085 CU YD,3,310,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1624WL2,24WL2,Wedge HD Bucket,"16""",0.125 CU YD,4,320,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1824WL2,24WL2,Wedge HD Bucket,"18""",0.130 CU YD,4,350,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2024WL2,24WL2,Wedge HD Bucket,"20""",0.145 CU YD,4,385,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,2424WL2,24WL2,Wedge HD Bucket,"24""",0.180 CU YD,4,440,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3024WL2,24WL2,Wedge HD Bucket,"30""",0.230 CU YD,5,485,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,3624WL2,24WL2,Wedge HD Bucket,"36""",0.275 CU YD,6,580,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1244WL2,44WL2,Wedge HD Bucket,"12""",0.100 CU YD,3,315,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1249WL2,49WL2,Wedge HD Hi-Cap Bucket,"12""",0.150 CU YD,3,350,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1644WL2,44WL2,Wedge HD Bucket,"16""",0.140 CU YD,4,325,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Buckets,1,Heavy Duty,1-A1,25,Deere/Hitachi Wedge Heavy Duty Buckets,Deere/Hitachi Wedge Heavy Duty Buckets,1649WL2,49WL2,Wedge HD Hi-Cap Bucket,"16""",0.180 CU YD,4,345,1,Hitachi,John Deere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
